location,fault_severity,et,nbet,rt,nbrt,st,lf,nblf,svol,volmoy,volsd
l951,0,e20,1,r2,1,s1,f134xf219,2,2,1,0
l746,0,e21,1,r2,1,s1,f135xf220,2,2,1,0
l613,2,e15xe54,2,r8,1,s1,f203xf82,2,36,18,5.65685424949238
l478,0,e20xe34xe35,3,r2,1,s1,f134xf219xf227xf232xf234xf301xf307xf312xf314,9,34,3.77777777777778,2.90593262902712
l250,0,e34xe35,2,r2,1,s2,f232xf312,2,2,1,0
l298,0,e34xe35,2,r2,1,s2,f232xf312,2,41,20.5,0.707106781186548
l478,0,e34xe35,2,r2,1,s2,f228xf229xf232xf234xf308xf309xf312xf313xf314,9,168,18.6666666666667,18.8414436814168
l435,1,e34xe35,2,r2,1,s2,f227xf232xf234xf307xf308xf309xf312xf314,8,10,1.25,0.462910049886276
l879,0,e11,1,r8,1,s1,f195xf73,2,3,1.5,0.707106781186548
l290,0,e34xe35,2,r2,1,s2,f232xf312,2,6,3,0
l742,0,e15xe54,2,r2xr8,2,s2,f201xf80,2,3,1.5,0.707106781186548
l768,0,e11,1,r8,1,s2,f171xf55,2,3,1.5,0.707106781186548
l919,0,e11,1,r8,1,s2,f202xf81,2,4,2,0
l17,1,e11,1,r8,1,s1,f68,1,1,1,0
l691,0,e11xe22xe23,3,r7xr8,2,s2,f114xf115xf197xf222xf223xf27xf28xf306xf75,9,93,10.3333333333333,14.3090880212542
l845,1,e15,1,r8,1,s2,f203xf82,2,23,11.5,12.0208152801713
l613,0,e11xe15,2,r8,1,s1,f203xf82,2,54,27,18.3847763108502
l460,0,e34xe35,2,r2,1,s2,f232xf307xf312,3,8,2.66666666666667,2.08166599946613
l837,0,e11xe13xe23,3,r6xr7xr8,3,s1,f170xf223xf273xf306xf345xf54xf68,7,16,2.28571428571429,1.60356745147455
l346,0,e35,1,r2,1,s4,f312,1,1,1,0
l704,1,e15,1,r8,1,s2,f203xf82,2,51,25.5,6.36396103067893
l1018,0,e11xe15,2,r8,1,s1,f201xf80,2,16,8,2.82842712474619
l1011,2,e11,1,r8,1,s1,f196xf74,2,12,6,0
l448,0,e34xe35,2,r2,1,s2,f227xf232xf307xf312,4,4,1,0
l846,2,e15,1,r8,1,s2,f203xf82,2,24,12,5.65685424949238
l655,0,e11xe15,2,r8,1,s1,f201xf80,2,4,2,0
l463,0,e34xe35,2,r2,1,s2,f232xf312,2,2,1,0
l1019,2,e15,1,r8,1,s2,f203xf82,2,34,17,9.89949493661167
l1023,0,e29xe30,2,r9,1,s1,f132xf133,2,2,1,0
l126,0,e34xe35,2,r2,1,s2,f227xf232xf233xf235xf307xf312xf313xf315,8,177,22.125,29.6524511152595
l163,0,e20xe35,2,r2,1,s1,f134xf301,2,2,1,0
l816,1,e11xe14,2,r4xr8,2,s1,f163xf47,2,4,2,1.4142135623731
l836,0,e11,1,r8,1,s1,f195xf73,2,4,2,1.4142135623731
l1056,1,e13,1,r6,1,s1,f273,1,1,1,0
l445,0,e34xe35,2,r2,1,s2,f232xf233xf312xf313,4,19,4.75,3.20156211871642
l400,0,e34xe35,2,r2,1,s2,f232xf312,2,7,3.5,3.53553390593274
l460,0,e34xe35,2,r2,1,s2,f232xf312,2,11,5.5,0.707106781186548
l846,2,e15,1,r8,1,s2,f203xf82,2,50,25,1.4142135623731
l342,1,e34xe35,2,r2,1,s2,f232xf312,2,8,4,0
l976,0,e11xe15,2,r8,1,s1,f201xf203xf80xf82,4,47,11.75,8.99536917900909
l803,0,e11,1,r8,1,s1,f170xf206xf54xf85,4,5,1.25,0.5
l290,1,e34xe35,2,r2,1,s2,f232xf312,2,2,1,0
l288,0,e11xe34xe35,3,r2xr8,2,s1,f160xf211xf227xf307xf44xf94,6,7,1.16666666666667,0.408248290463863
l268,0,e35,1,r2,1,s4,f301,1,1,1,0
l496,0,e34xe35,2,r2,1,s2,f227xf232xf233xf234xf235xf307xf312xf313xf314xf315,10,332,33.2,36.2178593146162
l466,0,e34xe35,2,r2,1,s2,f234xf314,2,41,20.5,10.6066017177982
l763,1,e15,1,r8,1,s2,f203xf82,2,7,3.5,3.53553390593274
l7,0,e11,1,r8,1,s1,f191xf70,2,2,1,0
l1126,0,e11xe20xe8,3,r2xr8,2,s1,f134xf195xf219xf73,4,22,5.5,5.19615242270663
l1008,0,e11xe15,2,r8,1,s1,f201xf80xf82,3,62,20.6666666666667,23.8607068908977
l1115,0,e11,1,r8,1,s1,f195xf73,2,5,2.5,0.707106781186548
l899,0,e42xe43xe44xe50,4,r2,1,s1,f283xf291xf368xf374xf375xf376,6,13,2.16666666666667,0.983192080250175
l495,0,e34xe35,2,r2,1,s2,f229xf232xf233xf234xf235xf309xf312xf313xf314xf315,10,126,12.6,15.8968899823554
l836,0,e11,1,r8,1,s1,f195xf73,2,2,1,0
l976,2,e11xe15,2,r8,1,s1,f201xf203xf80xf82,4,33,8.25,3.30403793359983
l707,0,e11xe15xe26,3,r8xr9,2,s1,f193xf276xf349xf71,4,27,6.75,4.78713553878169
l154,0,e20,1,r2,1,s1,f134xf219,2,2,1,0
l748,0,e20,1,r2,1,s1,f134xf219,2,4,2,0
l818,1,e11,1,r8,1,s1,f54,1,2,2,0
l694,0,e20,1,r2,1,s1,f134xf219,2,2,1,0
l13,0,e11xe13,2,r6xr8,2,s1,f118xf179xf30xf345xf68,5,38,7.6,9.58123165360279
l7,0,e11,1,r8,1,s1,f191xf202xf70xf81,4,43,10.75,3.5
l810,0,e15xe54,2,r8,1,s1,f71xf82,2,18,9,9.89949493661167
l488,0,e20xe34xe35,3,r2,1,s1,f134xf219xf232xf301xf307xf312,6,27,4.5,4.59347363114234
l463,0,e35,1,r2,1,s4,f312,1,1,1,0
l7,0,e11,1,r8,1,s1,f171xf191xf55xf70,4,29,7.25,7.76208734813001
l687,0,e11,1,r8,1,s1,f170,1,1,1,0
l810,1,e15,1,r8,1,s2,f203xf71xf82,3,43,14.3333333333333,18.8237438713273
l266,0,e34xe35,2,r2,1,s2,f227xf232xf307xf312xf313,5,7,1.4,0.547722557505166
l151,1,e34xe35,2,r2,1,s2,f232xf312,2,4,2,0
l124,0,e34xe35,2,r2,1,s2,f232xf233xf235xf312xf313xf315,6,12,2,0
l242,0,e34xe35,2,r2,1,s2,f229xf232xf234xf309xf312xf314,6,375,62.5,18.8547076349648
l475,0,e35,1,r2,1,s4,f312,1,3,3,0
l895,2,e42xe43xe44xe45,4,r2,1,s1,f283xf290xf291xf293xf368xf375xf376xf378,8,48,6,3.66450152525162
l845,2,e11xe15,2,r8,1,s1,f193xf203xf71xf82,4,57,14.25,13.7931142241337
l967,2,e11xe20xe9,3,r2xr8,2,s1,f134xf149xf15xf170xf182xf207xf219,7,38,5.42857142857143,6.77881855136874
l769,2,e11,1,r8,1,s1,f68,1,1,1,0
l942,1,e11xe13xe18,3,r10xr6xr8,3,s1,f273xf327xf345xf68,4,7,1.75,0.5
l948,1,e11xe13,2,r6xr8,2,s1,f179xf273xf68,3,3,1,0
l89,1,e34xe35,2,r2,1,s2,f232xf312,2,22,11,0
l1033,1,e11,1,r8,1,s1,f170xf54,2,5,2.5,0.707106781186548
l817,0,e15,1,r8,1,s2,f51,1,1,1,0
l856,1,e11xe22xe23,3,r7xr8,2,s2,f197xf305xf306xf75,4,4,1,0
l477,0,e34xe35,2,r2,1,s2,f232xf312,2,15,7.5,4.94974746830583
l153,0,e20,1,r2,1,s1,f134xf219,2,2,1,0
l696,0,e11,1,r8,1,s2,f170xf54,2,9,4.5,3.53553390593274
l1030,0,e11,1,r8,1,s2,f54,1,1,1,0
l495,0,e34xe35,2,r2,1,s2,f229xf232xf233xf234xf309xf312xf313xf314,8,89,11.125,18.1378648924603
l814,0,e11,1,r8,1,s2,f191xf70,2,6,3,2.82842712474619
l522,0,e11xe34xe35,3,r2xr8,2,s1,f160xf232xf312,3,9,3,1.73205080756888
l830,2,e11,1,r8,1,s1,f155xf170xf209,3,21,7,5.19615242270663
l919,1,e11,1,r8,1,s1,f202xf81,2,8,4,0
l244,0,e34xe35,2,r2,1,s2,f232xf312,2,46,23,4.24264068711928
l198,0,e35,1,r2,1,s4,f312,1,1,1,0
l465,0,e34xe35,2,r2,1,s2,f232xf312,2,90,45,9.89949493661167
l704,0,e15,1,r8,1,s2,f82,1,10,10,0
l1107,2,e15xe38,2,r2xr8,2,s2,f203xf238xf317xf80xf82,5,11,2.2,1.6431676725155
l1010,1,e11,1,r8,1,s2,f195xf73,2,6,3,1.4142135623731
l957,0,e11,1,r8,1,s1,f191xf202xf70xf81,4,28,7,6.92820323027551
l369,0,e34xe35,2,r2,1,s2,f228xf230xf233xf235xf308xf310xf313xf315,8,30,3.75,1.58113883008419
l834,0,e15,1,r8,1,s2,f203xf82,2,25,12.5,7.77817459305202
l1106,1,e11xe20,2,r2xr8,2,s1,f134xf209xf219xf87,4,4,1,0
l481,0,e34xe35,2,r2,1,s2,f228xf230xf308xf310,4,89,22.25,1.89296944860009
l193,0,e34xe35,2,r2,1,s2,f227xf232xf234xf307xf312xf314,6,10,1.66666666666667,1.03279555898864
l91,0,e34xe35,2,r2,1,s2,f235xf315,2,26,13,0
l1046,0,e11xe13,2,r6xr8,2,s1,f273xf345xf68,3,5,1.66666666666667,0.577350269189626
l588,0,e20,1,r2,1,s1,f134xf219,2,2,1,0
l831,1,e11,1,r8,1,s1,f209xf87,2,4,2,0
l999,1,e11,1,r8,1,s1,f54,1,1,1,0
l613,1,e15xe54,2,r8,1,s1,f71xf82,2,31,15.5,20.5060966544099
l1046,0,e11xe18,2,r10xr8,2,s1,f244xf260xf68,3,4,1.33333333333333,0.577350269189626
l1094,1,e11xe15xe6,3,r1xr8,2,s1,f172xf198xf64xf68xf76,5,10,2,1.73205080756888
l846,1,e15,1,r8,1,s2,f203xf82,2,6,3,1.4142135623731
l1076,0,e15,1,r8,1,s2,f56,1,2,2,0
l158,0,e20xe34xe35,3,r2,1,s1,f134xf219xf232xf301xf307xf312,6,13,2.16666666666667,1.83484785926972
l465,0,e35,1,r2,1,s4,f312,1,2,2,0
l465,0,e34xe35,2,r2,1,s2,f232xf307xf312,3,56,18.6666666666667,15.3731367434669
l1014,0,e11xe13,2,r6xr8,2,s1,f170xf273xf54,3,3,1,0
l896,0,e42xe43xe44,3,r2,1,s1,f283xf291xf368xf375xf376,5,5,1,0
l735,0,e11,1,r8,1,s2,f191xf70,2,2,1,0
l1099,0,e11,1,r8,1,s1,f191xf202xf70xf81,4,147,36.75,39.6263801021491
l101,0,e34xe35,2,r2,1,s2,f228xf230xf232xf308xf310xf312,6,10,1.66666666666667,0.516397779494322
l856,1,e11xe23,2,r7xr8,2,s2,f197xf306xf75,3,4,1.33333333333333,0.577350269189626
l493,0,e20xe34xe35,3,r2,1,s1,f134xf219xf230xf235xf301xf307xf312,7,11,1.57142857142857,0.975900072948533
l810,0,e11xe15,2,r8,1,s1,f193xf203xf71xf82,4,21,5.25,2.62995563967658
l102,0,e34xe35,2,r2,1,s2,f228xf230xf308xf310,4,24,6,0
l102,1,e34xe35,2,r2,1,s2,f233xf234xf313xf314,4,8,2,0
l817,0,e11xe15,2,r8,1,s1,f167xf51,2,2,1,0
l1026,0,e20,1,r2,1,s1,f134,1,1,1,0
l1008,2,e15,1,r8,1,s2,f203xf82,2,46,23,12.7279220613579
l845,1,e11xe15,2,r8,1,s1,f193xf203xf71xf82,4,78,19.5,19.7399763593239
l878,0,e11,1,r8,1,s2,f195xf202xf68xf73,4,4,1,0
l415,1,e35,1,r2,1,s4,f312,1,1,1,0
l763,2,e15,1,r8,1,s2,f203xf82,2,24,12,8.48528137423857
l760,1,e11,1,r8,1,s1,f54,1,3,3,0
l242,0,e34xe35,2,r2,1,s2,f229xf232xf234xf309xf312xf314,6,224,37.3333333333333,6.05530070819498
l1107,2,e11xe15,2,r8,1,s1,f193xf203xf71xf82,4,67,16.75,12.6062153982338
l400,1,e34xe35,2,r2,1,s2,f232xf312,2,2,1,0
l471,0,e34xe35,2,r2,1,s2,f232xf233xf312xf313xf315,5,12,2.4,1.67332005306815
l1020,2,e11xe2xe28,3,r8xr9,2,s1,f1xf127xf136xf170xf212xf54,6,16,2.66666666666667,2.87518115371304
l139,1,e34xe35,2,r2,1,s2,f227xf232xf307xf312,4,8,2,0
l721,1,e11,1,r8,1,s1,f170xf54xf87,3,5,1.66666666666667,0.577350269189626
l33,0,e20,1,r2,1,s1,f134,1,1,1,0
l976,2,e11xe15,2,r8,1,s1,f201xf203xf80xf82,4,27,6.75,3.30403793359983
l1019,2,e11xe15,2,r8,1,s1,f203xf82,2,43,21.5,16.2634559672906
l856,1,e11xe13xe23,3,r6xr7xr8,3,s1,f273xf306xf345xf75,4,4,1,0
l814,0,e11,1,r8,1,s1,f167xf191xf51xf70,4,20,5,3.74165738677394
l1049,0,e11,1,r8,1,s1,f195xf73,2,6,3,1.4142135623731
l794,0,e11xe14xe20xe23,4,r2xr4xr7xr8,4,s1,f134xf163xf219xf306xf47,5,10,2,1
l345,0,e11xe34xe35,3,r2xr8,2,s2,f160xf232xf312xf44,4,6,1.5,0.577350269189626
l763,0,e15xe54,2,r2xr8,2,s1,f203xf82,2,10,5,4.24264068711928
l623,0,e20,1,r2,1,s1,f134xf219,2,2,1,0
l613,0,e11xe15xe54,3,r8,1,s1,f193xf71xf82,3,4,1.33333333333333,0.577350269189626
l413,0,e11,1,r8,1,s1,f160,1,1,1,0
l1100,2,e11xe15,2,r8,1,s1,f172xf193xf203xf56xf71xf80xf82,7,197,28.1428571428571,46.58121428011
l440,0,e11xe21,2,r2xr8,2,s1,f135xf160xf44,3,4,1.33333333333333,0.577350269189626
l495,0,e34xe35,2,r2,1,s2,f232xf312,2,6,3,1.4142135623731
l465,0,e34xe35,2,r2,1,s2,f232xf312,2,20,10,2.82842712474619
l1008,0,e11xe15,2,r8,1,s1,f201xf80xf82,3,8,2.66666666666667,2.88675134594813
l704,1,e15,1,r8,1,s2,f203xf80xf82,3,14,4.66666666666667,3.05505046330389
l1049,0,e11,1,r8,1,s2,f195,1,1,1,0
l649,0,e20,1,r2,1,s1,f134xf219,2,2,1,0
l1100,2,e11xe15,2,r8,1,s1,f193xf203xf71xf82,4,128,32,36.8510515453766
l921,1,e15,1,r8,1,s2,f201xf203xf80xf82,4,16,4,4.08248290463863
l1009,0,e11,1,r8,1,s1,f73,1,1,1,0
l155,1,e34xe35,2,r2,1,s2,f221xf232xf301xf312,4,4,1,0
l976,1,e11xe15,2,r8,1,s1,f203xf71xf82,3,9,3,2.64575131106459
l945,1,e11,1,r8,1,s1,f202xf81,2,6,3,1.4142135623731
l495,0,e34xe35,2,r2,1,s2,f228xf229xf232xf308xf309xf312,6,38,6.33333333333333,8.47742099147298
l497,0,e34xe35,2,r2,1,s2,f232xf233xf312xf313xf315,5,371,74.2,51.4703798315109
l661,0,e11xe22,2,r7xr8,2,s2,f305xf75,2,3,1.5,0.707106781186548
l1011,1,e11,1,r8,1,s1,f196xf74,2,14,7,0
l496,0,e34xe35,2,r2,1,s2,f232xf233xf234xf312xf313xf314,6,109,18.1666666666667,6.30608172058265
l93,1,e34xe35,2,r2,1,s2,f227xf307,2,3,1.5,0.707106781186548
l1008,0,e15,1,r8,1,s2,f203xf82,2,14,7,1.4142135623731
l653,1,e11xe15,2,r8,1,s1,f112xf201xf203xf80xf82,5,151,30.2,39.7076818764329
l881,1,e11xe13,2,r6xr8,2,s1,f273xf68,2,4,2,0
l1071,0,e15,1,r8,1,s2,f68,1,2,2,0
l648,0,e20xe23,2,r2xr7,2,s1,f134xf306,2,2,1,0
l810,1,e15xe54,2,r8,1,s2,f203xf71xf82,3,47,15.6666666666667,22.8108161479008
l520,0,e34xe35,2,r2,1,s2,f232xf312xf313,3,15,5,1.73205080756888
l600,0,e15,1,r8,1,s2,f82,1,6,6,0
l1038,0,e11,1,r8,1,s1,f68,1,1,1,0
l155,0,e34xe35,2,r2,1,s2,f232xf312,2,38,19,7.07106781186548
l494,0,e34xe35,2,r2,1,s2,f232xf233xf235xf312xf313xf315,6,73,12.1666666666667,8.08496547096317
l157,0,e34xe35,2,r2,1,s2,f232xf312,2,30,15,0
l909,1,e11xe13,2,r6xr8,2,s1,f179xf273xf345xf68,4,4,1,0
l891,0,e11,1,r8,1,s1,f195xf73,2,51,25.5,4.94974746830583
l938,0,e11,1,r8,1,s1,f167xf51,2,4,2,0
l709,0,e11,1,r8,1,s1,f195xf73,2,4,2,0
l476,0,e34xe35,2,r2,1,s2,f229xf232xf234xf309xf312xf314,6,91,15.1666666666667,10.5340717040785
l395,1,e11xe34xe35,3,r2xr8,2,s1,f160xf211xf277xf278xf307xf312xf353xf354xf44xf94,10,10,1,0
l921,2,e15,1,r8,1,s2,f203xf82,2,18,9,4.24264068711928
l738,1,e11xe6,2,r1xr8,2,s1,f198,1,1,1,0
l9,0,e11xe15xe54,3,r2xr8,2,s1,f71,1,8,8,0
l95,1,e34xe35,2,r2,1,s2,f227xf232xf312,3,4,1.33333333333333,0.577350269189626
l644,0,e46xe47,2,r2,1,s1,f284xf285,2,449,224.5,0.707106781186548
l810,2,e15xe54,2,r8,1,s1,f203xf82,2,40,20,4.24264068711928
l135,0,e34xe35,2,r2,1,s2,f232xf307xf312,3,18,6,3.60555127546399
l805,0,e11,1,r8,1,s2,f191xf70,2,9,4.5,0.707106781186548
l466,0,e34xe35,2,r2,1,s2,f234xf314,2,19,9.5,0.707106781186548
l794,0,e11xe14xe20,3,r2xr4xr8,3,s1,f134xf163xf219xf47,4,7,1.75,1.5
l283,0,e34xe35,2,r2,1,s2,f232xf312,2,6,3,0
l925,0,e11,1,r8,1,s1,f170xf182xf207xf54xf68,5,22,4.4,3.57770876399966
l1042,0,e15,1,r8,1,s2,f82,1,16,16,0
l181,1,e34xe35,2,r2,1,s2,f232xf312xf313,3,5,1.66666666666667,0.577350269189626
l1052,1,e15xe54,2,r2xr8,2,s1,f203xf80xf82,3,19,6.33333333333333,8.38649708360608
l786,0,e24,1,r2,1,s1,f239xf318,2,4,2,0
l128,0,e34xe35,2,r2,1,s2,f233xf313xf315,3,4,1.33333333333333,0.577350269189626
l73,1,e10xe11xe28xe6,4,r1xr3xr8xr9,4,s1,f127xf150xf171xf212xf39xf55,6,13,2.16666666666667,0.752772652709081
l1106,0,e11,1,r8,1,s1,f170xf54xf68,3,60,20,16.7032930884901
l1019,0,e15,1,r8,1,s2,f203xf82,2,32,16,12.7279220613579
l459,0,e35,1,r2,1,s4,f307xf312xf314,3,3,1,0
l476,0,e34xe35,2,r2,1,s2,f229xf232xf233xf234xf307xf309xf312xf313xf314,9,85,9.44444444444444,10.088497300281
l276,0,e20xe35,2,r2,1,s1,f134xf219xf301,3,3,1,0
l763,2,e15,1,r8,1,s2,f203xf82,2,13,6.5,2.12132034355964
l1084,1,e11,1,r8,1,s1,f170,1,1,1,0
l942,1,e11xe13,2,r6xr8,2,s1,f273xf68,2,12,6,5.65685424949238
l895,0,e50,1,r2,1,s4,f374,1,2,2,0
l206,0,e20xe34xe35,3,r2,1,s1,f134xf219xf232xf301xf307xf312,6,6,1,0
l155,0,e34xe35,2,r2,1,s2,f232xf312,2,23,11.5,0.707106781186548
l734,0,e11xe15,2,r8,1,s1,f193xf203xf71xf82,4,20,5,6.05530070819498
l1037,0,e20,1,r2,1,s1,f134,1,1,1,0
l587,0,e20,1,r2,1,s1,f134xf219,2,2,1,0
l665,0,e11,1,r8,1,s1,f171xf55,2,32,16,0
l893,1,e42xe43xe44,3,r2,1,s1,f283xf290xf291xf368xf375xf376,6,149,24.8333333333333,10.7780641428165
l790,0,e23,1,r7,1,s4,f306,1,1,1,0
l1100,2,e11xe15,2,r8,1,s1,f203xf82,2,145,72.5,45.9619407771256
l303,0,e35,1,r2,1,s4,f312,1,1,1,0
l921,0,e15,1,r8,1,s2,f82,1,4,4,0
l599,1,e15,1,r8,1,s2,f203xf82,2,4,2,0
l732,0,e11,1,r8,1,s1,f171xf55,2,6,3,0
l498,0,e34xe35,2,r2,1,s2,f232xf233xf312xf313,4,10,2.5,1.91485421551268
l466,0,e34xe35,2,r2,1,s2,f227xf232xf307xf312,4,10,2.5,0.577350269189626
l638,0,e42xe44,2,r2,1,s1,f283xf291xf368xf376,4,31,7.75,6.07590871118606
l653,1,e11xe15,2,r8,1,s1,f203xf80xf82,3,25,8.33333333333333,7.50555349946513
l655,2,e11xe15xe3xe5,4,r1xr8,2,s1,f139xf141xf158xf201xf43xf5xf68xf8,8,292,36.5,57.5450134366877
l1079,0,e11xe18,2,r10xr8,2,s1,f249xf329xf68,3,6,2,1.73205080756888
l504,0,e34xe35,2,r2,1,s2,f232xf312,2,3,1.5,0.707106781186548
l998,0,e11,1,r8,1,s2,f54,1,1,1,0
l529,0,e34xe35,2,r2,1,s2,f232xf312,2,2,1,0
l1095,1,e11xe13,2,r6xr8,2,s1,f179xf273xf68,3,5,1.66666666666667,0.577350269189626
l314,0,e11xe34xe35,3,r2xr8,2,s2,f160xf181xf221xf301,4,6,1.5,0.577350269189626
l226,1,e34xe35,2,r2,1,s2,f227xf232xf307xf312,4,9,2.25,0.5
l124,0,e34xe35,2,r2,1,s2,f232xf233xf235xf312xf313xf315,6,19,3.16666666666667,0.752772652709081
l607,0,e11xe23,2,r7xr8,2,s2,f306xf78,2,3,1.5,0.707106781186548
l892,1,e42xe43xe44,3,r2,1,s1,f283xf290xf291xf368xf375xf376,6,16,2.66666666666667,1.211060141639
l1107,0,e15,1,r8,1,s2,f193xf203xf71xf82,4,44,11,14.3061758225833
l1103,1,e38xe5,2,r1xr2,2,s1,f141xf317xf8,3,3,1,0
l845,2,e15,1,r8,1,s2,f203xf82,2,20,10,5.65685424949238
l810,1,e15xe54,2,r8,1,s1,f203xf56xf71xf82,4,16,4,6
l691,1,e11xe22xe23,3,r7xr8,2,s2,f115xf197xf222xf223xf28xf306xf75,7,36,5.14285714285714,5.52052447473883
l369,0,e34xe35,2,r2,1,s2,f228xf230xf232xf233xf235xf308xf309xf310xf312xf313xf314xf315,12,193,16.0833333333333,11.065575886368
l350,1,e34xe35,2,r2,1,s2,f232xf312,2,2,1,0
l796,1,e11xe21,2,r2xr8,2,s1,f135xf164xf220,3,3,1,0
l798,2,e15,1,r8,1,s2,f203xf82,2,75,37.5,17.6776695296637
l756,1,e11,1,r8,1,s1,f170xf54,2,8,4,0
l846,1,e15,1,r8,1,s2,f203xf82,2,18,9,9.89949493661167
l469,0,e34xe35,2,r2,1,s2,f232xf307xf312,3,44,14.6666666666667,10.9696551146029
l821,0,e11xe15,2,r8,1,s1,f193xf201xf203xf71xf80xf82,6,42,7,4.56070170039655
l600,0,e15,1,r8,1,s2,f203xf82,2,24,12,9.89949493661167
l1066,0,e11,1,r8,1,s2,f68,1,5,5,0
l518,0,e34xe35,2,r2,1,s2,f233xf235xf313xf315,4,40,10,8.75595035770913
l702,1,e11,1,r8,1,s1,f209xf87,2,9,4.5,2.12132034355964
l977,1,e30,1,r9,1,s5,f133xf218,2,6,3,0
l878,0,e11,1,r8,1,s1,f195xf73,2,113,56.5,37.476659402887
l897,1,e42xe43xe44xe50,4,r2,1,s1,f283xf290xf291xf368xf374xf375xf376,7,12,1.71428571428571,0.951189731211342
l767,0,e11xe13,2,r6xr8,2,s1,f273xf68,2,5,2.5,0.707106781186548
l613,2,e15xe54,2,r8,1,s1,f203xf82,2,38,19,7.07106781186548
l834,0,e15,1,r8,1,s2,f193xf203xf71xf82,4,20,5,3.82970843102535
l810,2,e15xe20xe54,3,r2xr8,2,s1,f134xf172xf193xf203xf219xf56xf71xf82,8,79,9.875,15.216884419242
l894,0,e42xe43xe44,3,r2,1,s1,f283xf290xf291xf368xf375xf376,6,179,29.8333333333333,15.2238847429513
l763,0,e11xe15,2,r8,1,s1,f196xf203xf74xf82,4,70,17.5,21.9469056285087
l126,0,e34xe35,2,r2,1,s2,f227xf232xf233xf235xf307xf312xf313xf315,8,22,2.75,1.48804761828569
l441,0,e20,1,r2,1,s1,f134xf219,2,2,1,0
l442,1,e34xe35,2,r2,1,s2,f232xf233xf312xf313,4,4,1,0
l615,0,e11xe20,2,r2xr8,2,s1,f104xf134xf171xf21xf219xf55,6,48,8,5.69209978830308
l518,0,e34xe35,2,r2,1,s2,f229xf233xf234xf236xf309xf313xf314xf315xf316,9,91,10.1111111111111,15.1281562363399
l846,2,e15,1,r8,1,s2,f203xf82,2,22,11,4.24264068711928
l678,1,e11,1,r8,1,s1,f171xf55,2,16,8,0
l834,0,e15,1,r8,1,s2,f203xf82,2,32,16,8.48528137423857
l102,0,e34xe35,2,r2,1,s2,f228xf230xf232xf233xf235xf308xf310xf312,8,19,2.375,1.30247018062932
l1117,0,e11,1,r8,1,s2,f171xf55,2,4,2,0
l63,0,e11,1,r8,1,s2,f55,1,1,1,0
l893,0,e42xe43xe44,3,r2,1,s1,f120xf125xf283xf290xf291xf368xf375xf376,8,139,17.375,12.270027360547
l1052,2,e15,1,r8,1,s2,f201xf203xf80xf82,4,18,4.5,4.12310562561766
l857,1,e11,1,r8,1,s1,f170xf204xf54xf83,4,10,2.5,0.577350269189626
l810,1,e11xe15xe54,3,r8,1,s1,f198xf203xf71xf76xf82,5,33,6.6,11.9707978013163
l734,2,e11xe15,2,r8,1,s1,f193xf203xf68xf71xf82,5,63,12.6,15.3883072493371
l1022,0,e11,1,r8,1,s1,f201xf80,2,2,1,0
l845,2,e15,1,r8,1,s2,f203xf82,2,58,29,7.07106781186548
l95,0,e35,1,r2,1,s4,f308xf310xf312,3,3,1,0
l812,0,e11,1,r8,1,s1,f101xf18xf51,3,1222,407.333333333333,353.782890108232
l1008,1,e15,1,r8,1,s2,f203xf80xf82,3,14,4.66666666666667,6.35085296108588
l149,0,e34xe35,2,r2,1,s2,f227xf232xf233xf307xf312xf313,6,8,1.33333333333333,0.516397779494322
l107,1,e34xe35,2,r2,1,s2,f221xf232xf301xf307xf312,5,5,1,0
l102,0,e34xe35,2,r2,1,s2,f228xf229xf230xf232xf308xf309xf310xf312,8,14,1.75,0.462910049886276
l1007,0,e11xe15,2,r8,1,s1,f201xf80,2,9,4.5,2.12132034355964
l103,0,e34xe35,2,r2,1,s2,f228xf230xf232xf308xf310xf312,6,17,2.83333333333333,1.47196014438797
l536,1,e11xe54,2,r2xr8,2,s1,f156xf41,2,2,1,0
l697,0,e20,1,r2,1,s1,f134xf219,2,2,1,0
l378,0,e34xe35,2,r2,1,s2,f232xf312,2,7,3.5,0.707106781186548
l1054,0,e11,1,r8,1,s1,f195xf73,2,30,15,5.65685424949238
l367,0,e20,1,r2,1,s1,f134xf219,2,2,1,0
l798,0,e15,1,r8,1,s2,f68,1,1,1,0
l461,0,e34xe35,2,r2,1,s2,f229xf232xf234xf309xf312xf314,6,36,6,6.98569967862919
l1067,1,e11xe32,2,r8,1,s1,f170xf280xf54,3,6,2,1
l1049,0,e11,1,r8,1,s2,f73,1,1,1,0
l989,0,e11,1,r8,1,s2,f87,1,1,1,0
l145,0,e34xe35,2,r2,1,s2,f227xf232xf307xf312,4,6,1.5,0.577350269189626
l1084,0,e11xe32,2,r8,1,s2,f280xf54,2,2,1,0
l460,0,e35,1,r2,1,s4,f301xf312,2,4,2,0
l145,0,e20xe35,2,r2,1,s1,f134xf301,2,2,1,0
l704,1,e15,1,r8,1,s2,f68,1,1,1,0
l618,1,e11xe13,2,r6xr8,2,s1,f273xf345xf68,3,5,1.66666666666667,1.15470053837925
l562,1,e11xe20,2,r2xr8,2,s1,f134xf171xf219xf55,4,10,2.5,1.73205080756888
l894,0,e42xe43xe44,3,r2,1,s1,f283xf290xf291xf368xf375xf376,6,69,11.5,5.35723809439155
l491,0,e34xe35,2,r2,1,s2,f229xf232xf234xf235xf309xf312xf314xf315,8,126,15.75,14.290356388638
